Time,X,Y,Z,Height,Temper,Laser Power,Powder Gas,Coaxial Gas,Shield Gas,Feeder1,Feeder2,Feeder3
12_15:24:13.954,48.154,9.000,2.250,0.232,1433.900,459.000,3.003,8.997,0.203,473,0,0
12_15:24:14.193,52.222,9.000,2.250,0.243,1424.300,453.000,2.999,9.001,0.197,476,0,0
12_15:24:14.484,56.307,9.000,2.250,0.179,1380.700,541.000,3.001,9.003,0.197,489,0,0
12_15:24:14.784,60.440,9.000,2.250,0.238,1426.300,456.000,3.001,9.004,0.198,478,0,0
12_15:24:15.055,64.402,9.000,2.250,0.271,1445.600,431.000,2.999,9.004,0.202,471,0,0
12_15:24:15.347,68.497,9.000,2.250,0.267,1394.200,425.000,3.003,9.007,0.199,487,0,0
12_15:24:15.643,72.627,9.000,2.250,0.250,1413.100,447.000,3.001,9.001,0.193,482,0,0
12_15:24:15.947,76.832,9.000,2.250,0.307,1432.700,400.000,3.003,9.001,0.195,480,0,0
12_15:24:16.249,78.410,9.500,2.250,0.239,1408.800,455.000,3.001,9.000,0.196,475,0,0
12_15:24:16.503,74.317,9.500,2.250,0.265,1329.300,436.000,3.000,9.011,0.201,476,0,0
12_15:24:16.789,70.324,9.500,2.250,0.268,1367.900,434.000,3.000,9.001,0.200,485,0,0
12_15:24:17.069,66.370,9.500,2.250,0.251,1429.900,445.000,3.001,9.006,0.199,475,0,0
12_15:24:17.377,62.326,9.500,2.250,0.211,1394.000,475.000,3.002,9.001,0.195,482,0,0
12_15:24:17.664,58.353,9.500,2.250,0.257,1409.900,441.000,3.001,9.003,0.197,490,0,0
12_15:24:17.940,54.075,9.500,2.250,0.240,1391.500,454.000,2.999,9.006,0.197,475,0,0
12_15:24:18.251,49.922,9.500,2.250,0.273,1446.400,429.000,3.002,9.002,0.202,484,0,0
12_15:24:18.538,45.979,9.500,2.250,0.208,1349.500,481.000,3.000,9.000,0.200,468,0,0
12_15:24:18.799,41.894,9.500,2.250,0.180,1402.400,540.000,3.003,8.995,0.197,479,0,0
12_15:24:19.096,37.762,9.500,2.250,0.233,1359.000,460.000,2.999,9.005,0.197,484,0,0
12_15:24:19.397,33.593,9.500,2.250,0.233,1365.600,458.000,3.002,9.003,0.197,485,0,0
12_15:24:19.700,29.313,9.500,2.250,0.221,1412.700,467.000,3.005,9.001,0.200,474,0,0
12_15:24:20.017,25.225,9.500,2.250,0.267,1385.400,434.000,3.000,9.003,0.197,475,0,0
12_15:24:20.272,21.147,9.500,2.250,0.271,1349.800,430.000,3.004,9.010,0.201,482,0,0
12_15:24:20.574,16.909,9.500,2.250,0.232,1374.600,459.000,3.006,8.999,0.197,480,0,0
12_15:24:20.891,12.843,9.500,2.250,0.232,1365.600,473.000,3.002,9.006,0.203,479,0,0
12_15:24:21.146,8.800,9.500,2.250,0.262,1295.000,437.000,3.006,9.003,0.199,480,0,0
12_15:24:21.465,4.294,9.500,2.250,0.245,1407.300,451.000,3.001,9.003,0.198,478,0,0
12_15:24:21.767,0.924,10.000,2.250,0.250,1389.900,447.000,3.001,9.008,0.199,477,0,0
12_15:24:22.053,4.978,10.000,2.250,0.279,1354.500,426.000,3.003,9.000,0.200,485,0,0
12_15:24:22.355,9.046,10.000,2.250,0.251,1431.600,448.000,3.002,9.003,0.201,479,0,0
12_15:24:22.641,13.058,10.000,2.250,0.249,1465.400,447.000,3.003,9.002,0.199,479,0,0
12_15:24:22.912,17.141,10.000,2.250,0.255,1390.100,443.000,3.002,9.002,0.202,477,0,0
12_15:24:23.216,21.215,10.000,2.250,0.260,1448.300,439.000,3.004,9.007,0.199,485,0,0
12_15:24:23.518,25.750,10.000,2.250,0.246,1382.200,450.000,3.001,9.002,0.196,476,0,0
12_15:24:23.805,29.759,10.000,2.250,0.267,1376.100,434.000,3.002,9.000,0.200,476,0,0
12_15:24:24.084,33.716,10.000,2.250,0.249,1366.300,447.000,3.004,8.997,0.198,485,0,0
12_15:24:24.378,37.780,10.000,2.250,0.205,1397.000,487.000,3.001,9.001,0.201,481,0,0
12_15:24:24.681,41.989,10.000,2.250,0.274,1375.300,429.000,3.005,9.002,0.201,476,0,0
12_15:24:24.983,46.022,10.000,2.250,0.262,1307.800,437.000,3.001,9.005,0.199,478,0,0
12_15:24:25.237,50.123,10.000,2.250,0.279,1362.800,426.000,2.999,9.003,0.198,485,0,0
12_15:24:25.572,54.175,10.000,2.250,0.260,1414.500,440.000,3.003,9.006,0.198,532,0,0
12_15:24:25.890,58.658,10.000,2.250,0.194,1369.100,508.000,3.005,8.994,0.197,434,0,0
12_15:24:26.129,62.717,10.000,2.250,0.203,1368.400,492.000,3.002,9.002,0.196,475,0,0
12_15:24:26.431,66.769,10.000,2.250,0.232,1369.500,459.000,3.001,9.002,0.201,475,0,0
12_15:24:26.731,70.804,10.000,2.250,0.275,1396.300,429.000,3.004,9.001,0.200,483,0,0
12_15:24:27.002,75.101,10.000,2.250,0.266,1322.900,435.000,3.000,9.009,0.200,480,0,0
12_15:24:27.303,79.140,10.000,2.250,0.269,1377.400,431.000,3.002,9.004,0.194,478,0,0
12_15:24:27.605,75.899,10.500,2.250,0.301,1408.300,406.000,3.000,9.002,0.197,477,0,0
12_15:24:27.876,71.867,10.500,2.250,0.196,1385.100,503.000,3.004,9.007,0.201,481,0,0
12_15:24:28.163,67.804,10.500,2.250,0.274,1365.900,428.000,3.000,9.006,0.195,477,0,0
12_15:24:28.444,63.822,10.500,2.250,0.235,1431.400,457.000,3.000,9.005,0.197,486,0,0
12_15:24:28.738,59.626,10.500,2.250,0.256,1386.900,442.000,3.003,9.001,0.199,478,0,0
12_15:24:29.040,55.552,10.500,2.250,0.201,1348.400,495.000,3.003,9.001,0.196,479,0,0
12_15:24:29.343,51.539,10.500,2.250,0.202,1402.500,493.000,3.000,9.003,0.199,482,0,0
12_15:24:29.599,47.437,10.500,2.250,0.247,1348.900,450.000,3.000,9.008,0.196,478,0,0
12_15:24:29.901,43.386,10.500,2.250,0.175,1410.600,547.000,3.004,9.001,0.193,475,0,0
12_15:24:30.188,39.338,10.500,2.250,0.192,1422.300,513.000,3.005,9.004,0.199,480,0,0
12_15:24:30.459,35.257,10.500,2.250,0.250,1403.100,446.000,3.000,9.006,0.198,483,0,0
12_15:24:30.750,31.146,10.500,2.250,0.253,1331.300,444.000,3.000,9.007,0.191,486,0,0
12_15:24:31.049,27.030,10.500,2.250,0.234,1376.500,457.000,3.000,9.007,0.198,468,0,0
12_15:24:31.336,23.036,10.500,2.250,0.258,1429.600,439.000,3.000,9.001,0.198,483,0,0
12_15:24:31.610,19.000,10.500,2.250,0.244,1331.400,452.000,3.002,8.992,0.201,481,0,0
12_15:24:31.925,14.812,10.500,2.250,0.269,1388.400,432.000,3.002,8.995,0.201,475,0,0
12_15:24:32.244,10.648,10.500,2.250,0.270,1405.800,431.000,3.004,9.004,0.198,538,0,0
12_15:24:32.519,6.122,10.500,2.250,0.261,1406.400,439.000,3.001,9.001,0.201,427,0,0
12_15:24:32.802,2.056,10.500,2.250,0.283,1396.100,422.000,2.999,9.004,0.201,484,0,0
12_15:24:33.105,2.716,11.000,2.250,0.269,1359.400,432.000,3.002,9.003,0.195,482,0,0
12_15:24:33.408,7.202,11.000,2.250,0.254,1401.300,443.000,3.004,8.999,0.198,477,0,0
12_15:24:33.692,11.265,11.000,2.250,0.252,1382.600,445.000,2.999,9.005,0.196,480,0,0
12_15:24:33.985,15.326,11.000,2.250,0.245,1407.700,451.000,3.002,9.006,0.196,477,0,0
12_15:24:34.273,19.463,11.000,2.250,0.221,1360.400,468.000,3.000,8.996,0.199,480,0,0
12_15:24:34.580,23.833,11.000,2.250,0.208,1326.300,482.000,3.005,9.003,0.199,478,0,0
12_15:24:34.883,27.908,11.000,2.250,0.237,1383.500,456.000,3.001,9.001,0.200,488,0,0
12_15:24:35.185,32.184,11.000,2.250,0.209,1409.000,478.000,3.000,8.997,0.198,474,0,0
12_15:24:35.487,36.702,11.000,2.250,0.210,1374.300,477.000,3.003,8.996,0.201,483,0,0
12_15:24:35.791,40.763,11.000,2.250,0.207,1357.100,440.000,3.003,8.999,0.198,478,0,0
12_15:24:36.085,45.057,11.000,2.250,0.196,1351.800,504.000,3.002,9.007,0.196,482,0,0
12_15:24:36.364,49.110,11.000,2.250,0.236,1491.000,456.000,3.002,9.007,0.198,472,0,0
12_15:24:36.666,53.177,11.000,2.250,0.254,1361.800,444.000,3.000,9.003,0.200,486,0,0
12_15:24:36.971,57.667,11.000,2.250,0.234,1386.700,458.000,3.001,9.003,0.198,473,0,0
12_15:24:37.255,61.727,11.000,2.250,0.244,1395.100,451.000,3.003,8.999,0.197,477,0,0
12_15:24:37.557,65.801,11.000,2.250,0.259,1375.400,439.000,2.999,9.007,0.196,489,0,0
12_15:24:37.876,69.846,11.000,2.250,0.225,1388.600,464.000,3.001,9.006,0.200,473,0,0
12_15:24:38.132,73.923,11.000,2.250,0.244,1386.200,451.000,3.003,9.001,0.197,482,0,0
12_15:24:38.432,78.176,11.000,2.250,0.259,1447.600,439.000,3.006,9.003,0.196,478,0,0
12_15:24:38.735,76.645,11.500,2.250,0.279,1433.700,425.000,3.000,9.002,0.201,479,0,0
12_15:24:39.021,72.539,11.500,2.250,0.254,1359.200,443.000,3.003,8.999,0.201,478,0,0
12_15:24:39.313,68.462,11.500,2.250,0.273,1421.900,430.000,3.004,8.996,0.196,483,0,0
12_15:24:39.602,64.338,11.500,2.250,0.223,1413.600,466.000,3.000,9.003,0.201,474,0,0
12_15:24:39.928,60.135,11.500,2.250,0.221,1410.100,467.000,2.999,9.005,0.194,537,0,0
12_15:24:40.218,55.625,11.500,2.250,0.276,1368.100,428.000,3.005,9.007,0.197,428,0,0
12_15:24:40.518,51.457,11.500,2.250,0.223,1360.900,466.000,3.002,9.001,0.199,479,0,0
12_15:24:40.822,47.260,11.500,2.250,0.254,1338.100,444.000,3.002,9.001,0.193,480,0,0
12_15:24:41.111,42.969,11.500,2.250,0.229,1398.200,462.000,3.006,9.000,0.197,485,0,0
12_15:24:41.394,38.910,11.500,2.250,0.219,1330.400,469.000,3.002,9.001,0.198,473,0,0
12_15:24:41.687,34.855,11.500,2.250,0.244,1371.900,452.000,3.000,9.004,0.200,480,0,0
12_15:24:41.978,30.733,11.500,2.250,0.225,1423.900,465.000,3.004,9.007,0.194,478,0,0
12_15:24:42.284,26.315,11.500,2.250,0.214,1379.900,474.000,3.000,9.001,0.201,489,0,0
12_15:24:42.570,22.275,11.500,2.250,0.213,1396.900,474.000,3.002,9.003,0.198,475,0,0
12_15:24:42.851,18.347,11.500,2.250,0.269,1307.900,432.000,3.003,8.997,0.200,474,0,0
12_15:24:43.159,14.281,11.500,2.250,0.215,1453.100,472.000,3.004,9.010,0.196,486,0,0
12_15:24:43.444,10.337,11.500,2.250,0.263,1400.600,437.000,3.002,9.000,0.199,473,0,0
12_15:24:43.699,6.425,11.500,2.250,0.281,1365.400,424.000,3.004,9.001,0.201,482,0,0
12_15:24:44.001,2.010,11.500,2.250,0.292,1380.200,416.000,3.002,9.004,0.199,480,0,0
12_15:24:44.287,2.752,12.000,2.250,0.237,1339.500,456.000,3.002,9.003,0.198,476,0,0
12_15:24:44.590,6.829,12.000,2.250,0.261,1401.700,430.000,3.004,9.005,0.198,479,0,0
12_15:24:44.893,10.872,12.000,2.250,0.221,1367.900,467.000,3.004,9.003,0.199,485,0,0
12_15:24:45.163,14.965,12.000,2.250,0.236,1359.500,457.000,3.004,8.998,0.200,475,0,0
12_15:24:45.481,19.231,12.000,2.250,0.212,1431.400,475.000,3.002,9.003,0.195,490,0,0
12_15:24:45.783,23.520,12.000,2.250,0.201,1416.900,495.000,2.997,9.002,0.197,481,0,0
12_15:24:46.054,27.548,12.000,2.250,0.242,1321.100,453.000,3.002,9.007,0.196,468,0,0
12_15:24:46.356,31.850,12.000,2.250,0.259,1377.500,440.000,3.002,8.999,0.196,478,0,0
12_15:24:46.707,36.362,12.000,2.250,0.192,1420.000,512.000,3.000,9.002,0.194,535,0,0
12_15:24:47.026,41.310,12.000,2.250,0.251,1344.600,446.000,3.001,9.005,0.198,438,0,0
12_15:24:47.329,45.811,12.000,2.250,0.266,1371.300,435.000,3.002,9.001,0.198,468,0,0
12_15:24:47.615,49.901,12.000,2.250,0.254,1396.900,445.000,3.002,8.998,0.199,489,0,0
12_15:24:47.907,53.977,12.000,2.250,0.204,1406.800,490.000,2.997,8.999,0.204,476,0,0
12_15:24:48.196,58.099,12.000,2.250,0.238,1379.000,455.000,3.003,9.002,0.199,480,0,0
12_15:24:48.504,62.504,12.000,2.250,0.192,1351.900,513.000,3.002,8.999,0.200,478,0,0
12_15:24:48.805,66.527,12.000,2.250,0.249,1373.000,448.000,3.005,9.005,0.198,477,0,0
12_15:24:49.091,70.581,12.000,2.250,0.293,1426.500,413.000,3.001,8.998,0.201,485,0,0
12_15:24:49.392,75.063,12.000,2.250,0.273,1379.200,430.000,3.001,9.007,0.193,489,0,0
12_15:24:49.696,79.152,12.000,2.250,0.279,1431.700,427.000,3.003,9.002,0.200,475,0,0
12_15:24:49.984,75.863,12.500,2.250,0.274,1415.800,430.000,3.004,9.006,0.193,469,0,0
12_15:24:50.297,71.552,12.500,2.250,0.250,1382.300,447.000,3.000,9.002,0.196,500,0,0
12_15:24:50.603,67.272,12.500,2.250,0.228,1412.000,462.000,3.000,9.007,0.198,470,0,0
12_15:24:50.909,62.763,12.500,2.250,0.249,1366.100,448.000,3.002,9.002,0.196,473,0,0
12_15:24:51.194,58.694,12.500,2.250,0.229,1367.300,462.000,3.001,9.001,0.199,480,0,0
12_15:24:51.496,54.674,12.500,2.250,0.220,1474.100,469.000,3.004,9.006,0.196,476,0,0
12_15:24:51.799,50.595,12.500,2.250,0.264,1351.600,437.000,3.003,8.997,0.200,476,0,0
12_15:24:52.055,46.529,12.500,2.250,0.182,1362.200,535.000,3.001,9.001,0.195,489,0,0
12_15:24:52.398,42.570,12.500,2.250,0.206,1455.200,485.000,2.999,8.999,0.197,581,0,0
12_15:24:52.692,37.484,12.500,2.250,0.253,1383.900,445.000,3.002,9.003,0.198,400,0,0
12_15:24:52.984,33.399,12.500,2.250,0.248,1302.900,449.000,3.004,9.006,0.197,476,0,0
12_15:24:53.333,29.268,12.500,2.250,0.250,1336.600,446.000,3.000,9.005,0.197,573,0,0
12_15:24:53.615,24.406,12.500,2.250,0.236,1397.000,457.000,3.004,9.003,0.197,406,0,0
12_15:24:53.917,20.359,12.500,2.250,0.243,1444.700,453.000,3.000,9.003,0.201,473,0,0
12_15:24:54.249,16.282,12.500,2.250,0.254,1316.500,437.000,3.001,8.999,0.200,482,0,0
12_15:24:54.488,12.020,12.500,2.250,0.211,1385.600,475.000,2.999,9.007,0.197,483,0,0
12_15:24:54.791,7.974,12.500,2.250,0.261,1389.800,439.000,3.003,9.008,0.198,474,0,0
12_15:24:55.065,3.912,12.500,2.250,0.243,1337.300,454.000,3.001,9.008,0.197,472,0,0
12_15:24:55.411,0.854,12.995,2.251,0.234,1374.800,460.000,3.001,9.013,0.197,584,0,0
12_15:24:55.716,5.826,13.000,2.250,0.223,1429.800,465.000,3.000,8.997,0.200,397,0,0
12_15:24:56.032,9.880,13.000,2.250,0.263,1413.500,438.000,3.001,9.001,0.199,483,0,0
12_15:24:56.335,13.947,13.000,2.250,0.251,1323.300,447.000,3.002,9.003,0.198,580,0,0
12_15:24:56.618,18.777,13.000,2.250,0.191,1408.600,514.000,3.004,9.009,0.198,400,0,0
12_15:24:56.922,22.813,13.000,2.250,0.240,1402.000,455.000,3.005,8.998,0.201,480,0,0
12_15:24:57.176,26.723,13.000,2.250,0.228,1421.200,462.000,3.000,8.991,0.199,467,0,0
12_15:24:57.494,31.073,13.000,2.250,0.206,1426.500,484.000,3.002,9.002,0.198,523,0,0
12_15:24:57.803,35.538,13.000,2.250,0.229,1342.000,461.000,3.003,9.005,0.201,450,0,0
12_15:24:58.096,39.784,13.000,2.250,0.224,1371.400,465.000,3.004,9.007,0.198,471,0,0
12_15:24:58.442,43.843,13.000,2.250,0.216,1343.000,471.000,3.003,9.002,0.196,577,0,0
12_15:24:58.735,48.807,13.000,2.250,0.201,1392.500,493.000,2.998,9.001,0.201,404,0,0
12_15:24:59.021,52.871,13.000,2.250,0.200,1370.800,496.000,3.000,9.001,0.197,476,0,0
12_15:24:59.365,56.916,13.000,2.250,0.187,1377.700,523.000,3.002,9.005,0.196,570,0,0
12_15:24:59.647,61.742,13.000,2.250,0.245,1337.200,451.000,3.000,9.002,0.196,400,0,0
12_15:24:59.927,65.728,13.000,2.250,0.249,1360.100,449.000,3.005,9.001,0.199,485,0,0
12_15:25:00.229,69.779,13.000,2.250,0.268,1409.500,433.000,3.005,9.002,0.196,476,0,0
12_15:25:00.547,74.149,13.000,2.250,0.259,1349.900,439.000,3.003,9.006,0.201,497,0,0
12_15:25:00.818,78.126,13.000,2.250,0.316,1413.500,391.000,3.001,9.004,0.196,462,0,0
12_15:25:01.135,76.692,13.500,2.250,0.310,1425.600,397.000,3.000,9.002,0.198,480,0,0
12_15:25:01.499,72.652,13.500,2.250,0.212,1449.300,475.000,3.003,9.004,0.201,582,0,0
12_15:25:01.738,67.927,13.500,2.250,0.258,1423.900,441.000,3.004,9.007,0.198,389,0,0
12_15:25:02.023,63.911,13.500,2.250,0.245,1429.600,451.000,3.002,9.003,0.199,481,0,0
12_15:25:02.304,59.933,13.500,2.250,0.328,1353.200,378.000,3.002,9.011,0.200,479,0,0
12_15:25:02.598,55.874,13.500,2.250,0.223,1413.300,467.000,3.003,9.001,0.196,476,0,0
12_15:25:02.900,51.679,13.500,2.250,0.261,1372.400,440.000,3.001,9.002,0.197,488,0,0
12_15:25:03.218,47.600,13.500,2.250,0.267,1386.200,435.000,3.002,9.004,0.195,479,0,0
12_15:25:03.522,43.526,13.500,2.250,0.222,1407.600,467.000,3.001,9.004,0.197,574,0,0
12_15:25:03.801,38.739,13.500,2.250,0.251,1392.800,446.000,3.002,9.000,0.194,398,0,0
12_15:25:04.110,34.649,13.500,2.250,0.288,1421.700,419.000,3.003,9.001,0.200,477,0,0
12_15:25:04.445,30.718,13.500,2.250,0.223,1389.800,467.000,3.002,9.004,0.200,571,0,0
12_15:25:04.722,25.737,13.500,2.250,0.307,1422.100,399.000,3.002,8.998,0.200,415,0,0
12_15:25:05.034,21.578,13.500,2.250,0.256,1393.300,440.000,3.001,9.004,0.198,478,0,0
12_15:25:05.322,17.181,13.500,2.250,0.251,1378.500,454.000,3.002,9.000,0.202,475,0,0
12_15:25:05.610,13.137,13.500,2.250,0.325,1387.100,380.000,3.002,9.007,0.194,482,0,0
12_15:25:05.910,8.964,13.500,2.250,0.257,1399.600,442.000,3.001,9.001,0.197,482,0,0
12_15:25:06.196,5.009,13.500,2.250,0.273,1409.500,430.000,3.000,9.006,0.198,471,0,0
12_15:25:06.532,0.936,13.500,2.250,0.283,1415.700,422.000,3.003,8.999,0.200,587,0,0
12_15:25:06.818,4.718,14.000,2.250,0.270,1405.000,432.000,3.000,9.001,0.197,389,0,0
12_15:25:07.117,8.814,14.000,2.250,0.262,1405.300,438.000,3.002,8.997,0.198,482,0,0
12_15:25:07.461,13.003,14.000,2.250,0.281,1305.500,426.000,3.001,9.002,0.198,571,0,0
12_15:25:07.752,18.014,14.000,2.250,0.297,1440.400,409.000,3.003,9.000,0.198,404,0,0
12_15:25:08.037,21.979,14.000,2.250,0.266,1360.200,436.000,2.999,9.003,0.198,474,0,0
12_15:25:08.339,26.074,14.000,2.250,0.282,1387.200,424.000,3.002,9.001,0.200,484,0,0
12_15:25:08.640,30.119,14.000,2.250,0.274,1389.800,429.000,3.004,9.000,0.201,483,0,0
12_15:25:08.896,34.174,14.000,2.250,0.286,1389.800,420.000,3.002,9.004,0.199,475,0,0
12_15:25:09.197,38.254,14.000,2.250,0.267,1389.800,435.000,3.000,9.011,0.197,479,0,0
12_15:25:09.549,42.297,14.000,2.250,0.274,1384.100,430.000,3.001,9.001,0.200,587,0,0
12_15:25:09.832,47.266,14.000,2.250,0.255,1402.100,444.000,3.004,9.006,0.197,408,0,0
12_15:25:10.137,51.540,14.000,2.250,0.234,1417.100,458.000,3.004,8.999,0.196,467,0,0
12_15:25:10.520,56.065,14.000,2.250,0.311,1400.700,395.000,3.004,9.003,0.196,562,0,0
12_15:25:10.806,60.999,14.000,2.250,0.284,1388.600,422.000,2.999,8.997,0.198,398,0,0
12_15:25:11.081,65.087,14.000,2.250,0.294,1524.300,412.000,3.001,9.000,0.198,483,0,0
12_15:25:11.365,69.130,14.000,2.250,0.250,1426.100,448.000,3.003,8.999,0.199,482,0,0
12_15:25:11.668,73.229,14.000,2.250,0.223,1419.100,466.000,3.005,9.002,0.201,477,0,0
12_15:25:11.971,77.770,14.000,2.250,0.319,1377.700,385.000,3.004,9.002,0.201,476,0,0
12_15:25:12.257,77.500,14.500,2.250,0.226,1371.500,463.000,3.006,9.007,0.198,487,0,0
12_15:25:12.639,73.224,14.500,2.250,0.272,1452.300,431.000,3.001,9.002,0.197,576,0,0
12_15:25:12.910,68.248,14.500,2.250,0.257,1456.300,442.000,3.004,8.998,0.200,398,0,0
12_15:25:13.211,64.174,14.500,2.250,0.231,1355.400,461.000,3.002,9.007,0.195,478,0,0
12_15:25:13.578,59.925,14.500,2.250,0.229,1368.800,461.000,3.002,9.004,0.201,569,0,0
12_15:25:13.865,55.178,14.500,2.250,0.228,1373.000,463.000,3.001,9.006,0.198,401,0,0
12_15:25:14.125,51.100,14.500,2.250,0.262,1370.500,439.000,3.000,9.007,0.194,476,0,0
12_15:25:14.415,46.977,14.500,2.250,0.251,1403.800,448.000,3.003,9.001,0.196,485,0,0
12_15:25:14.689,42.957,14.500,2.250,0.246,1328.300,450.000,3.004,9.005,0.200,473,0,0
12_15:25:14.975,39.016,14.500,2.250,0.284,1427.600,421.000,3.003,9.000,0.197,475,0,0
12_15:25:15.266,34.917,14.500,2.250,0.262,1410.200,439.000,3.000,8.997,0.193,490,0,0
12_15:25:15.613,30.779,14.500,2.250,0.271,1401.600,430.000,3.002,9.001,0.200,571,0,0
12_15:25:15.916,25.898,14.500,2.250,0.254,1417.900,445.000,3.002,9.001,0.199,401,0,0
12_15:25:16.236,21.820,14.500,2.250,0.248,1438.300,448.000,3.006,9.001,0.198,475,0,0
12_15:25:16.532,17.777,14.500,2.250,0.273,1426.600,431.000,3.002,8.998,0.199,572,0,0
12_15:25:16.821,12.909,14.500,2.250,0.255,1392.200,411.000,3.001,9.006,0.202,401,0,0
12_15:25:17.127,8.505,14.500,2.250,0.286,1419.600,421.000,3.002,9.000,0.197,479,0,0
12_15:25:17.413,4.466,14.500,2.250,0.305,1384.800,402.000,3.003,8.999,0.197,484,0,0
12_15:25:17.696,0.527,14.500,2.250,0.000,900.000,0.000,3.001,8.997,0.197,473,0,0
12_15:25:17.985,12.559,13.432,2.250,0.000,900.000,0.000,3.003,8.997,0.196,479,0,0
12_15:25:18.270,26.773,12.183,2.250,0.000,900.000,0.000,3.003,8.996,0.196,481,0,0
12_15:25:18.637,41.123,10.917,2.250,0.000,900.000,0.000,3.004,9.010,0.200,585,0,0
12_15:25:18.938,58.580,9.382,2.250,0.000,900.000,0.000,3.005,9.006,0.201,394,0,0
12_15:25:19.192,72.849,8.126,2.250,0.000,900.000,0.000,3.003,9.007,0.199,477,0,0
12_15:25:19.540,79.997,8.824,2.251,0.206,1370.000,484.000,3.002,8.998,0.202,576,0,0
12_15:25:19.845,79.998,14.004,2.250,0.283,1407.500,422.000,3.001,9.010,0.199,402,0,0
12_15:25:20.131,76.767,14.999,2.250,0.283,1396.400,422.000,3.001,9.006,0.194,482,0,0
12_15:25:20.433,72.706,14.999,2.250,0.320,1401.900,386.000,3.004,8.999,0.198,483,0,0
12_15:25:20.752,68.620,14.999,2.250,0.278,1410.000,426.000,2.999,9.005,0.195,474,0,0
12_15:25:21.008,64.555,14.999,2.250,0.185,1404.400,529.000,3.006,8.999,0.201,491,0,0
12_15:25:21.297,60.263,14.999,2.250,0.283,1403.500,422.000,3.004,8.999,0.197,468,0,0
12_15:25:21.642,56.195,14.999,2.250,0.228,1414.100,463.000,2.999,9.008,0.198,579,0,0
12_15:25:21.946,51.260,14.999,2.250,0.273,1419.700,429.000,3.001,9.002,0.199,403,0,0
12_15:25:22.220,47.198,14.999,2.250,0.279,1454.000,425.000,3.002,9.002,0.200,474,0,0
12_15:25:22.564,43.139,14.999,2.250,0.255,1396.400,443.000,3.001,9.003,0.198,576,0,0
12_15:25:22.870,38.174,14.999,2.250,0.228,1406.800,462.000,3.003,9.001,0.198,405,0,0
12_15:25:23.203,34.104,14.999,2.250,0.261,1421.000,430.000,3.004,9.002,0.200,475,0,0
12_15:25:23.426,30.076,14.999,2.250,0.253,1376.000,444.000,3.002,8.993,0.200,476,0,0
12_15:25:23.745,25.800,14.999,2.250,0.192,1395.900,512.000,3.003,8.999,0.195,490,0,0
12_15:25:24.046,21.735,14.999,2.250,0.312,1455.500,394.000,3.001,9.003,0.197,476,0,0
12_15:25:24.300,17.661,14.999,2.250,0.284,1403.400,422.000,3.001,8.998,0.199,480,0,0
12_15:25:24.643,13.629,14.999,2.250,0.267,1368.600,434.000,3.001,9.004,0.198,566,0,0
12_15:25:24.931,8.798,14.999,2.250,0.280,1387.100,425.000,3.004,8.999,0.200,402,0,0
12_15:25:25.225,4.595,14.999,2.250,0.368,1418.300,347.000,3.003,9.007,0.197,488,0,0
12_15:25:25.515,0.543,14.999,2.250,0.261,1342.200,439.000,3.005,9.005,0.197,475,0,0
12_15:25:25.829,0.002,11.149,2.250,0.237,1379.800,455.000,2.999,9.008,0.196,484,0,0
12_15:25:26.083,0.002,7.209,2.250,0.256,1405.200,442.000,3.002,9.009,0.198,477,0,0
12_15:25:26.375,0.002,3.136,2.250,0.388,1350.100,347.000,3.004,9.002,0.201,482,0,0
12_15:25:26.721,1.225,0.002,2.250,0.220,1451.600,468.000,3.003,9.002,0.205,570,0,0
12_15:25:27.006,6.021,0.002,2.250,0.302,1405.700,405.000,3.001,9.011,0.198,389,0,0
12_15:25:27.309,10.115,0.002,2.250,0.239,1311.200,454.000,3.003,9.001,0.199,492,0,0
12_15:25:27.674,14.636,0.002,2.250,0.262,1367.900,438.000,3.002,9.000,0.200,568,0,0
12_15:25:27.978,19.587,0.002,2.250,0.206,1421.900,484.000,3.001,9.001,0.199,394,0,0
12_15:25:28.262,23.614,0.002,2.250,0.218,1408.400,469.000,3.003,9.002,0.201,480,0,0
12_15:25:28.625,28.123,0.002,2.250,0.229,1412.800,461.000,2.999,8.998,0.201,572,0,0
12_15:25:28.914,33.052,0.002,2.250,0.246,1403.200,451.000,2.999,9.001,0.195,394,0,0
12_15:25:29.216,37.146,0.002,2.250,0.205,1384.700,486.000,3.001,9.002,0.196,487,0,0
12_15:25:29.518,41.606,0.002,2.250,0.188,1402.100,520.000,2.998,8.997,0.198,480,0,0
12_15:25:29.804,45.661,0.002,2.250,0.272,1433.600,430.000,2.999,8.997,0.201,478,0,0
12_15:25:30.105,49.702,0.002,2.250,0.253,1433.900,445.000,3.000,9.001,0.200,474,0,0
12_15:25:30.376,53.792,0.002,2.250,0.209,1406.700,478.000,3.003,8.998,0.198,482,0,0
12_15:25:30.721,57.871,0.002,2.250,0.277,1471.300,428.000,3.000,9.003,0.202,571,0,0
12_15:25:31.027,62.784,0.002,2.250,0.231,1425.700,459.000,3.001,9.002,0.200,402,0,0
12_15:25:31.330,67.271,0.002,2.250,0.234,1432.500,459.000,3.003,9.003,0.199,484,0,0
12_15:25:31.673,71.351,0.002,2.250,0.240,1445.800,454.000,3.003,9.003,0.196,573,0,0
12_15:25:31.980,76.286,0.002,2.250,0.383,1438.800,346.000,3.003,8.992,0.202,403,0,0
